quota,instcd,brcd,Cat,SubCat,TSeat,stcd1,stcd2,stcd3,stcd4,stcd5,stcd6,stcd7,stcd8,stcd9,stcd10
OS,NMZ,CSE,SC,NO,2,MZ,,,,,,,,,
OS,NMZ,CSE,SC,PH,0,MZ,,,,,,,,,
OS,NMZ,CSE,ST,NO,1,MZ,,,,,,,,,
OS,NMZ,CSE,ST,PH,0,MZ,,,,,,,,,
OS,NMZ,CSE,BC,NO,4,MZ,,,,,,,,,
OS,NMZ,CSE,BC,PH,0,MZ,,,,,,,,,
HS,NMZ,ECE,OP,NO,8,MZ,,,,,,,,,
HS,NMZ,ECE,OP,PH,0,MZ,,,,,,,,,
HS,NMZ,ECE,SC,NO,2,MZ,,,,,,,,,
HS,NMZ,ECE,SC,PH,0,MZ,,,,,,,,,
HS,NMZ,ECE,ST,NO,1,MZ,,,,,,,,,
HS,NMZ,ECE,ST,PH,0,MZ,,,,,,,,,
HS,NMZ,ECE,BC,NO,4,MZ,,,,,,,,,
HS,NMZ,ECE,BC,PH,0,MZ,,,,,,,,,
OS,NMZ,ECE,OP,NO,7,MZ,,,,,,,,,
OS,NMZ,ECE,OP,PH,1,MZ,,,,,,,,,
OS,NMZ,ECE,SC,NO,2,MZ,,,,,,,,,
OS,NMZ,ECE,SC,PH,0,MZ,,,,,,,,,
OS,NMZ,ECE,ST,NO,1,MZ,,,,,,,,,
OS,NMZ,ECE,ST,PH,0,MZ,,,,,,,,,
OS,NMZ,ECE,BC,NO,4,MZ,,,,,,,,,
OS,NMZ,ECE,BC,PH,0,MZ,,,,,,,,,
HS,NMZ,EEE,OP,NO,8,MZ,,,,,,,,,
HS,NMZ,EEE,OP,PH,0,MZ,,,,,,,,,
HS,NMZ,EEE,SC,NO,2,MZ,,,,,,,,,
HS,NMZ,EEE,SC,PH,0,MZ,,,,,,,,,
HS,NMZ,EEE,ST,NO,1,MZ,,,,,,,,,
HS,NMZ,EEE,ST,PH,0,MZ,,,,,,,,,
HS,NMZ,EEE,BC,NO,4,MZ,,,,,,,,,
HS,NMZ,EEE,BC,PH,0,MZ,,,,,,,,,
OS,NMZ,EEE,OP,NO,7,MZ,,,,,,,,,
OS,NMZ,EEE,OP,PH,0,MZ,,,,,,,,,
OS,NMZ,EEE,SC,NO,3,MZ,,,,,,,,,
OS,NMZ,EEE,SC,PH,0,MZ,,,,,,,,,
OS,NMZ,EEE,ST,NO,1,MZ,,,,,,,,,
OS,NMZ,EEE,ST,PH,0,MZ,,,,,,,,,
OS,NMZ,EEE,BC,NO,4,MZ,,,,,,,,,
OS,NMZ,EEE,BC,PH,0,MZ,,,,,,,,,
HS,NMZ,MEC,OP,NO,8,MZ,,,,,,,,,
HS,NMZ,MEC,OP,PH,0,MZ,,,,,,,,,
HS,NMZ,MEC,SC,NO,2,MZ,,,,,,,,,
HS,NMZ,MEC,SC,PH,0,MZ,,,,,,,,,
HS,NMZ,MEC,ST,NO,1,MZ,,,,,,,,,
HS,NMZ,MEC,ST,PH,0,MZ,,,,,,,,,
HS,NMZ,MEC,BC,NO,4,MZ,,,,,,,,,
HS,NMZ,MEC,BC,PH,0,MZ,,,,,,,,,
OS,NMZ,MEC,OP,NO,7,MZ,,,,,,,,,
OS,NMZ,MEC,OP,PH,0,MZ,,,,,,,,,
OS,NMZ,MEC,SC,NO,2,MZ,,,,,,,,,
OS,NMZ,MEC,SC,PH,1,MZ,,,,,,,,,
OS,NMZ,MEC,ST,NO,1,MZ,,,,,,,,,
OS,NMZ,MEC,ST,PH,0,MZ,,,,,,,,,
OS,NMZ,MEC,BC,NO,4,MZ,,,,,,,,,
OS,NMZ,MEC,BC,PH,0,MZ,,,,,,,,,
HS,NNA,ARC,OP,NO,15,MH,,,,,,,,,
HS,NNA,ARC,OP,PH,1,MH,,,,,,,,,
HS,NNA,ARC,SC,NO,4,MH,,,,,,,,,
HS,NNA,ARC,SC,PH,0,MH,,,,,,,,,
HS,NNA,ARC,ST,NO,3,MH,,,,,,,,,
HS,NNA,ARC,ST,PH,0,MH,,,,,,,,,
HS,NNA,ARC,BC,NO,8,MH,,,,,,,,,
HS,NNA,ARC,BC,PH,0,MH,,,,,,,,,
OS,NNA,ARC,OP,NO,15,MH,,,,,,,,,
OS,NNA,ARC,OP,PH,0,MH,,,,,,,,,
OS,NNA,ARC,SC,NO,5,MH,,,,,,,,,
OS,NNA,ARC,SC,PH,0,MH,,,,,,,,,
OS,NNA,ARC,ST,NO,2,MH,,,,,,,,,
OS,NNA,ARC,ST,PH,0,MH,,,,,,,,,
OS,NNA,ARC,BC,NO,8,MH,,,,,,,,,
OS,NNA,ARC,BC,PH,1,MH,,,,,,,,,
HS,NNA,CHE,OP,NO,23,MH,,,,,,,,,
HS,NNA,CHE,OP,PH,1,MH,,,,,,,,,
HS,NNA,CHE,SC,NO,7,MH,,,,,,,,,
HS,NNA,CHE,SC,PH,0,MH,,,,,,,,,
HS,NNA,CHE,ST,NO,3,MH,,,,,,,,,
HS,NNA,CHE,ST,PH,0,MH,,,,,,,,,
HS,NNA,CHE,BC,NO,11,MH,,,,,,,,,
HS,NNA,CHE,BC,PH,1,MH,,,,,,,,,
OS,NNA,CHE,OP,NO,22,MH,,,,,,,,,
OS,NNA,CHE,OP,PH,1,MH,,,,,,,,,
OS,NNA,CHE,SC,NO,7,MH,,,,,,,,,
OS,NNA,CHE,SC,PH,0,MH,,,,,,,,,
OS,NNA,CHE,ST,NO,4,MH,,,,,,,,,
OS,NNA,CHE,ST,PH,0,MH,,,,,,,,,
OS,NNA,CHE,BC,NO,12,MH,,,,,,,,,
OS,NNA,CHE,BC,PH,0,MH,,,,,,,,,
HS,NNA,CIV,OP,NO,23,MH,,,,,,,,,
HS,NNA,CIV,OP,PH,0,MH,,,,,,,,,
HS,NNA,CIV,SC,NO,6,MH,,,,,,,,,
HS,NNA,CIV,SC,PH,1,MH,,,,,,,,,
HS,NNA,CIV,ST,NO,4,MH,,,,,,,,,
HS,NNA,CIV,ST,PH,0,MH,,,,,,,,,
HS,NNA,CIV,BC,NO,12,MH,,,,,,,,,
HS,NNA,CIV,BC,PH,0,MH,,,,,,,,,
OS,NNA,CIV,OP,NO,22,MH,,,,,,,,,
OS,NNA,CIV,OP,PH,1,MH,,,,,,,,,
OS,NNA,CIV,SC,NO,7,MH,,,,,,,,,
OS,NNA,CIV,SC,PH,0,MH,,,,,,,,,
OS,NNA,CIV,ST,NO,3,MH,,,,,,,,,
OS,NNA,CIV,ST,PH,0,MH,,,,,,,,,
OS,NNA,CIV,BC,NO,12,MH,,,,,,,,,
OS,NNA,CIV,BC,PH,1,MH,,,,,,,,,
HS,NNA,CSE,OP,NO,22,MH,,,,,,,,,
HS,NNA,CSE,OP,PH,1,MH,,,,,,,,,
HS,NNA,CSE,SC,NO,6,MH,,,,,,,,,
HS,NNA,CSE,SC,PH,1,MH,,,,,,,,,
HS,NNA,CSE,ST,NO,4,MH,,,,,,,,,
HS,NNA,CSE,ST,PH,0,MH,,,,,,,,,
HS,NNA,CSE,BC,NO,12,MH,,,,,,,,,
HS,NNA,CSE,BC,PH,0,MH,,,,,,,,,
OS,NNA,CSE,OP,NO,23,MH,,,,,,,,,
OS,NNA,CSE,OP,PH,1,MH,,,,,,,,,
OS,NNA,CSE,SC,NO,6,MH,,,,,,,,,
OS,NNA,CSE,SC,PH,0,MH,,,,,,,,,
OS,NNA,CSE,ST,NO,3,MH,,,,,,,,,
OS,NNA,CSE,ST,PH,0,MH,,,,,,,,,
OS,NNA,CSE,BC,NO,13,MH,,,,,,,,,
OS,NNA,CSE,BC,PH,0,MH,,,,,,,,,
HS,NNA,ECE,OP,NO,22,MH,,,,,,,,,
HS,NNA,ECE,OP,PH,1,MH,,,,,,,,,
HS,NNA,ECE,SC,NO,7,MH,,,,,,,,,
HS,NNA,ECE,SC,PH,0,MH,,,,,,,,,
HS,NNA,ECE,ST,NO,3,MH,,,,,,,,,
HS,NNA,ECE,ST,PH,0,MH,,,,,,,,,
HS,NNA,ECE,BC,NO,12,MH,,,,,,,,,
HS,NNA,ECE,BC,PH,1,MH,,,,,,,,,
OS,NNA,ECE,OP,NO,23,MH,,,,,,,,,
OS,NNA,ECE,OP,PH,0,MH,,,,,,,,,
OS,NNA,ECE,SC,NO,6,MH,,,,,,,,,
OS,NNA,ECE,SC,PH,1,MH,,,,,,,,,
OS,NNA,ECE,ST,NO,4,MH,,,,,,,,,
OS,NNA,ECE,ST,PH,0,MH,,,,,,,,,
OS,NNA,ECE,BC,NO,12,MH,,,,,,,,,
OS,NNA,ECE,BC,PH,0,MH,,,,,,,,,
HS,NNA,EEE,OP,NO,23,MH,,,,,,,,,
HS,NNA,EEE,OP,PH,1,MH,,,,,,,,,
HS,NNA,EEE,SC,NO,7,MH,,,,,,,,,
HS,NNA,EEE,SC,PH,0,MH,,,,,,,,,
HS,NNA,EEE,ST,NO,3,MH,,,,,,,,,
HS,NNA,EEE,ST,PH,0,MH,,,,,,,,,
HS,NNA,EEE,BC,NO,11,MH,,,,,,,,,
HS,NNA,EEE,BC,PH,1,MH,,,,,,,,,
OS,NNA,EEE,OP,NO,23,MH,,,,,,,,,
OS,NNA,EEE,OP,PH,0,MH,,,,,,,,,
OS,NNA,EEE,SC,NO,7,MH,,,,,,,,,
OS,NNA,EEE,SC,PH,0,MH,,,,,,,,,
OS,NNA,EEE,ST,NO,3,MH,,,,,,,,,
OS,NNA,EEE,ST,PH,0,MH,,,,,,,,,
OS,NNA,EEE,BC,NO,12,MH,,,,,,,,,
OS,NNA,EEE,BC,PH,1,MH,,,,,,,,,
HS,NNA,MEC,OP,NO,22,MH,,,,,,,,,
HS,NNA,MEC,OP,PH,1,MH,,,,,,,,,
HS,NNA,MEC,SC,NO,7,MH,,,,,,,,,
HS,NNA,MEC,SC,PH,0,MH,,,,,,,,,
HS,NNA,MEC,ST,NO,3,MH,,,,,,,,,
HS,NNA,MEC,ST,PH,0,MH,,,,,,,,,
HS,NNA,MEC,BC,NO,13,MH,,,,,,,,,
HS,NNA,MEC,BC,PH,0,MH,,,,,,,,,
OS,NNA,MEC,OP,NO,22,MH,,,,,,,,,
OS,NNA,MEC,OP,PH,1,MH,,,,,,,,,
OS,NNA,MEC,SC,NO,7,MH,,,,,,,,,
OS,NNA,MEC,SC,PH,0,MH,,,,,,,,,
OS,NNA,MEC,ST,NO,3,MH,,,,,,,,,
OS,NNA,MEC,ST,PH,1,MH,,,,,,,,,
OS,NNA,MEC,BC,NO,12,MH,,,,,,,,,
OS,NNA,MEC,BC,PH,0,MH,,,,,,,,,
HS,NNA,MIN,OP,NO,10,MH,,,,,,,,,
HS,NNA,MIN,OP,PH,0,MH,,,,,,,,,
HS,NNA,MIN,SC,NO,3,MH,,,,,,,,,
HS,NNA,MIN,SC,PH,0,MH,,,,,,,,,
HS,NNA,MIN,ST,NO,1,MH,,,,,,,,,
HS,NNA,MIN,ST,PH,0,MH,,,,,,,,,
HS,NNA,MIN,BC,NO,6,MH,,,,,,,,,
HS,NNA,MIN,BC,PH,0,MH,,,,,,,,,
OS,NNA,MIN,OP,NO,10,MH,,,,,,,,,
OS,NNA,MIN,OP,PH,0,MH,,,,,,,,,
OS,NNA,MIN,SC,NO,3,MH,,,,,,,,,
OS,NNA,MIN,SC,PH,0,MH,,,,,,,,,
OS,NNA,MIN,ST,NO,2,MH,,,,,,,,,
OS,NNA,MIN,ST,PH,0,MH,,,,,,,,,
OS,NNA,MIN,BC,NO,5,MH,,,,,,,,,
OS,NNA,MIN,BC,PH,0,MH,,,,,,,,,
HS,NNA,MLE,OP,NO,23,MH,,,,,,,,,
HS,NNA,MLE,OP,PH,0,MH,,,,,,,,,
HS,NNA,MLE,SC,NO,7,MH,,,,,,,,,
HS,NNA,MLE,SC,PH,0,MH,,,,,,,,,
HS,NNA,MLE,ST,NO,3,MH,,,,,,,,,
HS,NNA,MLE,ST,PH,1,MH,,,,,,,,,
HS,NNA,MLE,BC,NO,12,MH,,,,,,,,,
HS,NNA,MLE,BC,PH,0,MH,,,,,,,,,
OS,NNA,MLE,OP,NO,23,MH,,,,,,,,,
OS,NNA,MLE,OP,PH,1,MH,,,,,,,,,
OS,NNA,MLE,SC,NO,6,MH,,,,,,,,,
OS,NNA,MLE,SC,PH,1,MH,,,,,,,,,
OS,NNA,MLE,ST,NO,3,MH,,,,,,,,,
OS,NNA,MLE,ST,PH,0,MH,,,,,,,,,
OS,NNA,MLE,BC,NO,12,MH,,,,,,,,,
OS,NNA,MLE,BC,PH,0,MH,,,,,,,,,
HS,NNG,BSM,OP,NO,0,NL,,,,,,,,,
HS,NNG,BSM,OP,PH,0,NL,,,,,,,,,
HS,NNG,BSM,SC,NO,0,NL,,,,,,,,,
HS,NNG,BSM,SC,PH,0,NL,,,,,,,,,
HS,NNG,BSM,ST,NO,14,NL,,,,,,,,,
HS,NNG,BSM,ST,PH,1,NL,,,,,,,,,
HS,NNG,BSM,BC,NO,0,NL,,,,,,,,,
HS,NNG,BSM,BC,PH,0,NL,,,,,,,,,
OS,NNG,CSE,OP,NO,7,NL,,,,,,,,,
OS,NNG,CSE,OP,PH,1,NL,,,,,,,,,
OS,NNG,CSE,SC,NO,2,NL,,,,,,,,,
OS,NNG,CSE,SC,PH,0,NL,,,,,,,,,
OS,NNG,CSE,ST,NO,1,NL,,,,,,,,,
OS,NNG,CSE,ST,PH,0,NL,,,,,,,,,
OS,NNG,CSE,BC,NO,4,NL,,,,,,,,,
OS,NNG,CSE,BC,PH,0,NL,,,,,,,,,
HS,NNG,ECE,OP,NO,0,NL,,,,,,,,,
HS,NNG,ECE,OP,PH,0,NL,,,,,,,,,
HS,NNG,ECE,SC,NO,0,NL,,,,,,,,,
HS,NNG,ECE,SC,PH,0,NL,,,,,,,,,
HS,NNG,ECE,ST,NO,14,NL,,,,,,,,,
HS,NNG,ECE,ST,PH,1,NL,,,,,,,,,
HS,NNG,ECE,BC,NO,0,NL,,,,,,,,,
HS,NNG,ECE,BC,PH,0,NL,,,,,,,,,
OS,NNG,ECE,OP,NO,7,NL,,,,,,,,,
OS,NNG,ECE,OP,PH,0,NL,,,,,,,,,
OS,NNG,ECE,SC,NO,3,NL,,,,,,,,,
OS,NNG,ECE,SC,PH,0,NL,,,,,,,,,
OS,NNG,ECE,ST,NO,1,NL,,,,,,,,,
OS,NNG,ECE,ST,PH,0,NL,,,,,,,,,
OS,NNG,ECE,BC,NO,3,NL,,,,,,,,,
OS,NNG,ECE,BC,PH,1,NL,,,,,,,,,
HS,NNG,EEE,OP,NO,0,NL,,,,,,,,,
HS,NNG,EEE,OP,PH,0,NL,,,,,,,,,
HS,NNG,EEE,SC,NO,0,NL,,,,,,,,,
HS,NNG,EEE,SC,PH,0,NL,,,,,,,,,
HS,NNG,EEE,ST,NO,14,NL,,,,,,,,,
HS,NNG,EEE,ST,PH,1,NL,,,,,,,,,
HS,NNG,EEE,BC,NO,0,NL,,,,,,,,,
HS,NNG,EEE,BC,PH,0,NL,,,,,,,,,
OS,NNG,EEE,OP,NO,7,NL,,,,,,,,,
OS,NNG,EEE,OP,PH,0,NL,,,,,,,,,
OS,NNG,EEE,SC,NO,3,NL,,,,,,,,,
OS,NNG,EEE,SC,PH,0,NL,,,,,,,,,
OS,NNG,EEE,ST,NO,1,NL,,,,,,,,,
OS,NNG,EEE,ST,PH,0,NL,,,,,,,,,
OS,NNG,EEE,BC,NO,4,NL,,,,,,,,,
OS,NNG,EEE,BC,PH,0,NL,,,,,,,,,
HS,NPA,ARC,OP,NO,16,BH,,,,,,,,,
HS,NPA,ARC,OP,PH,0,BH,,,,,,,,,
HS,NPA,ARC,SC,NO,4,BH,,,,,,,,,
HS,NPA,ARC,SC,PH,0,BH,,,,,,,,,
HS,NPA,ARC,ST,NO,2,BH,,,,,,,,,
HS,NPA,ARC,ST,PH,0,BH,,,,,,,,,
HS,NPA,ARC,BC,NO,8,BH,,,,,,,,,
HS,NPA,ARC,BC,PH,1,BH,,,,,,,,,
OS,NPA,ARC,OP,NO,15,BH,,,,,,,,,
OS,NPA,ARC,OP,PH,1,BH,,,,,,,,,
OS,NPA,ARC,SC,NO,5,BH,,,,,,,,,
OS,NPA,ARC,SC,PH,0,BH,,,,,,,,,
OS,NPA,ARC,ST,NO,1,BH,,,,,,,,,
OS,NPA,ARC,ST,PH,1,BH,,,,,,,,,
OS,NPA,ARC,BC,NO,8,BH,,,,,,,,,
OS,NPA,ARC,BC,PH,0,BH,,,,,,,,,
HS,NPA,CIV,OP,NO,22,BH,,,,,,,,,
HS,NPA,CIV,OP,PH,1,BH,,,,,,,,,
HS,NPA,CIV,SC,NO,6,BH,,,,,,,,,
HS,NPA,CIV,SC,PH,1,BH,,,,,,,,,
HS,NPA,CIV,ST,NO,4,BH,,,,,,,,,
HS,NPA,CIV,ST,PH,0,BH,,,,,,,,,
HS,NPA,CIV,BC,NO,12,BH,,,,,,,,,
HS,NPA,CIV,BC,PH,1,BH,,,,,,,,,
OS,NPA,CIV,OP,NO,23,BH,,,,,,,,,
OS,NPA,CIV,OP,PH,0,BH,,,,,,,,,
OS,NPA,CIV,SC,NO,7,BH,,,,,,,,,
OS,NPA,CIV,SC,PH,0,BH,,,,,,,,,
OS,NPA,CIV,ST,NO,3,BH,,,,,,,,,
OS,NPA,CIV,ST,PH,0,BH,,,,,,,,,
OS,NPA,CIV,BC,NO,12,BH,,,,,,,,,
OS,NPA,CIV,BC,PH,0,BH,,,,,,,,,
HS,NPA,CSE,OP,NO,23,BH,,,,,,,,,
HS,NPA,CSE,OP,PH,1,BH,,,,,,,,,
HS,NPA,CSE,SC,NO,7,BH,,,,,,,,,
HS,NPA,CSE,SC,PH,0,BH,,,,,,,,,
HS,NPA,CSE,ST,NO,3,BH,,,,,,,,,
HS,NPA,CSE,ST,PH,0,BH,,,,,,,,,
HS,NPA,CSE,BC,NO,12,BH,,,,,,,,,
HS,NPA,CSE,BC,PH,0,BH,,,,,,,,,
OS,NPA,CSE,OP,NO,22,BH,,,,,,,,,
OS,NPA,CSE,OP,PH,1,BH,,,,,,,,,
OS,NPA,CSE,SC,NO,7,BH,,,,,,,,,
OS,NPA,CSE,SC,PH,0,BH,,,,,,,,,
OS,NPA,CSE,ST,NO,4,BH,,,,,,,,,
OS,NPA,CSE,ST,PH,0,BH,,,,,,,,,
OS,NPA,CSE,BC,NO,13,BH,,,,,,,,,
OS,NPA,CSE,BC,PH,0,BH,,,,,,,,,
HS,NPA,ECE,OP,NO,23,BH,,,,,,,,,
HS,NPA,ECE,OP,PH,0,BH,,,,,,,,,
HS,NPA,ECE,SC,NO,7,BH,,,,,,,,,
HS,NPA,ECE,SC,PH,0,BH,,,,,,,,,
HS,NPA,ECE,ST,NO,3,BH,,,,,,,,,
HS,NPA,ECE,ST,PH,0,BH,,,,,,,,,
HS,NPA,ECE,BC,NO,11,BH,,,,,,,,,
HS,NPA,ECE,BC,PH,1,BH,,,,,,,,,
OS,NPA,ECE,OP,NO,22,BH,,,,,,,,,
OS,NPA,ECE,OP,PH,1,BH,,,,,,,,,
OS,NPA,ECE,SC,NO,7,BH,,,,,,,,,
OS,NPA,ECE,SC,PH,0,BH,,,,,,,,,
OS,NPA,ECE,ST,NO,4,BH,,,,,,,,,
OS,NPA,ECE,ST,PH,0,BH,,,,,,,,,
OS,NPA,ECE,BC,NO,12,BH,,,,,,,,,
OS,NPA,ECE,BC,PH,1,BH,,,,,,,,,
HS,NPA,ELE,OP,NO,22,BH,,,,,,,,,
HS,NPA,ELE,OP,PH,1,BH,,,,,,,,,
HS,NPA,ELE,SC,NO,7,BH,,,,,,,,,
HS,NPA,ELE,SC,PH,0,BH,,,,,,,,,
HS,NPA,ELE,ST,NO,4,BH,,,,,,,,,
HS,NPA,ELE,ST,PH,0,BH,,,,,,,,,
HS,NPA,ELE,BC,NO,12,BH,,,,,,,,,
HS,NPA,ELE,BC,PH,1,BH,,,,,,,,,
OS,NPA,ELE,OP,NO,23,BH,,,,,,,,,
OS,NPA,ELE,OP,PH,0,BH,,,,,,,,,
OS,NPA,ELE,SC,NO,6,BH,,,,,,,,,
OS,NPA,ELE,SC,PH,1,BH,,,,,,,,,
OS,NPA,ELE,ST,NO,3,BH,,,,,,,,,
OS,NPA,ELE,ST,PH,0,BH,,,,,,,,,
OS,NPA,ELE,BC,NO,12,BH,,,,,,,,,
OS,NPA,ELE,BC,PH,0,BH,,,,,,,,,
HS,NPA,ITY,OP,NO,23,BH,,,,,,,,,
HS,NPA,ITY,OP,PH,0,BH,,,,,,,,,
HS,NPA,ITY,SC,NO,7,BH,,,,,,,,,
HS,NPA,ITY,SC,PH,0,BH,,,,,,,,,
HS,NPA,ITY,ST,NO,3,BH,,,,,,,,,
HS,NPA,ITY,ST,PH,0,BH,,,,,,,,,
HS,NPA,ITY,BC,NO,12,BH,,,,,,,,,
HS,NPA,ITY,BC,PH,0,BH,,,,,,,,,
OS,NPA,ITY,OP,NO,22,BH,,,,,,,,,
OS,NPA,ITY,OP,PH,2,BH,,,,,,,,,
OS,NPA,ITY,SC,NO,6,BH,,,,,,,,,
OS,NPA,ITY,SC,PH,1,BH,,,,,,,,,
OS,NPA,ITY,ST,NO,4,BH,,,,,,,,,
OS,NPA,ITY,ST,PH,0,BH,,,,,,,,,
OS,NPA,ITY,BC,NO,12,BH,,,,,,,,,
OS,NPA,ITY,BC,PH,0,BH,,,,,,,,,
HS,NPA,MEC,OP,NO,23,BH,,,,,,,,,
HS,NPA,MEC,OP,PH,1,BH,,,,,,,,,
HS,NPA,MEC,SC,NO,7,BH,,,,,,,,,
HS,NPA,MEC,SC,PH,0,BH,,,,,,,,,
HS,NPA,MEC,ST,NO,4,BH,,,,,,,,,
HS,NPA,MEC,ST,PH,0,BH,,,,,,,,,
HS,NPA,MEC,BC,NO,12,BH,,,,,,,,,
HS,NPA,MEC,BC,PH,0,BH,,,,,,,,,
OS,NPA,MEC,OP,NO,23,BH,,,,,,,,,
OS,NPA,MEC,OP,PH,0,BH,,,,,,,,,
OS,NPA,MEC,SC,NO,7,BH,,,,,,,,,
OS,NPA,MEC,SC,PH,0,BH,,,,,,,,,
OS,NPA,MEC,ST,NO,3,BH,,,,,,,,,
OS,NPA,MEC,ST,PH,0,BH,,,,,,,,,
OS,NPA,MEC,BC,NO,12,BH,,,,,,,,,
OS,NPA,MEC,BC,PH,1,BH,,,,,,,,,
HS,NPY,CSE,OP,NO,8,PO,AN,,,,,,,,
HS,NPY,CSE,OP,PH,0,PO,AN,,,,,,,,
HS,NPY,CSE,SC,NO,2,PO,AN,,,,,,,,
HS,NPY,CSE,SC,PH,0,PO,AN,,,,,,,,
HS,NPY,CSE,ST,NO,1,PO,AN,,,,,,,,
HS,NPY,CSE,ST,PH,0,PO,AN,,,,,,,,
HS,NPY,CSE,BC,NO,3,PO,AN,,,,,,,,
HS,NPY,CSE,BC,PH,1,PO,AN,,,,,,,,
OS,NPY,CSE,OP,NO,7,PO,AN,,,,,,,,
OS,NPY,CSE,OP,PH,1,PO,AN,,,,,,,,
OS,NPY,CSE,SC,NO,2,PO,AN,,,,,,,,
OS,NPY,CSE,SC,PH,0,PO,AN,,,,,,,,
OS,NPY,CSE,ST,NO,1,PO,AN,,,,,,,,
OS,NPY,CSE,ST,PH,0,PO,AN,,,,,,,,
OS,NPY,CSE,BC,NO,4,PO,AN,,,,,,,,
OS,NPY,CSE,BC,PH,0,PO,AN,,,,,,,,
HS,NPY,ECE,OP,NO,7,PO,AN,,,,,,,,
HS,NPY,ECE,OP,PH,1,PO,AN,,,,,,,,
HS,NPY,ECE,SC,NO,2,PO,AN,,,,,,,,
HS,NPY,ECE,SC,PH,0,PO,AN,,,,,,,,
HS,NPY,ECE,ST,NO,1,PO,AN,,,,,,,,
HS,NPY,ECE,ST,PH,0,PO,AN,,,,,,,,
HS,NPY,ECE,BC,NO,4,PO,AN,,,,,,,,
HS,NPY,ECE,BC,PH,0,PO,AN,,,,,,,,
OS,NPY,ECE,OP,NO,7,PO,AN,,,,,,,,
OS,NPY,ECE,OP,PH,0,PO,AN,,,,,,,,
OS,NPY,ECE,SC,NO,2,PO,AN,,,,,,,,
OS,NPY,ECE,SC,PH,1,PO,AN,,,,,,,,
OS,NPY,ECE,ST,NO,1,PO,AN,,,,,,,,
OS,NPY,ECE,ST,PH,0,PO,AN,,,,,,,,
OS,NPY,ECE,BC,NO,4,PO,AN,,,,,,,,
OS,NPY,ECE,BC,PH,0,PO,AN,,,,,,,,
HS,NPY,EEE,OP,NO,7,PO,AN,,,,,,,,
HS,NPY,EEE,OP,PH,0,PO,AN,,,,,,,,
HS,NPY,EEE,SC,NO,3,PO,AN,,,,,,,,
HS,NPY,EEE,SC,PH,0,PO,AN,,,,,,,,
HS,NPY,EEE,ST,NO,1,PO,AN,,,,,,,,
HS,NPY,EEE,ST,PH,0,PO,AN,,,,,,,,
HS,NPY,EEE,BC,NO,4,PO,AN,,,,,,,,
HS,NPY,EEE,BC,PH,0,PO,AN,,,,,,,,
OS,NPY,EEE,OP,NO,8,PO,AN,,,,,,,,
OS,NPY,EEE,OP,PH,0,PO,AN,,,,,,,,
OS,NPY,EEE,SC,NO,2,PO,AN,,,,,,,,
OS,NPY,EEE,SC,PH,0,PO,AN,,,,,,,,
OS,NPY,EEE,ST,NO,1,PO,AN,,,,,,,,
OS,NPY,EEE,ST,PH,0,PO,AN,,,,,,,,
OS,NPY,EEE,BC,NO,4,PO,AN,,,,,,,,
OS,NPY,EEE,BC,PH,0,PO,AN,,,,,,,,
HS,NPY,MEC,OP,NO,7,PO,AN,,,,,,,,
HS,NPY,MEC,OP,PH,0,PO,AN,,,,,,,,
HS,NPY,MEC,SC,NO,2,PO,AN,,,,,,,,
HS,NPY,MEC,SC,PH,0,PO,AN,,,,,,,,
HS,NPY,MEC,ST,NO,2,PO,AN,,,,,,,,
HS,NPY,MEC,ST,PH,0,PO,AN,,,,,,,,
HS,NPY,MEC,BC,NO,4,PO,AN,,,,,,,,
HS,NPY,MEC,BC,PH,0,PO,AN,,,,,,,,
OS,NPY,MEC,OP,NO,8,PO,AN,,,,,,,,
OS,NPY,MEC,OP,PH,0,PO,AN,,,,,,,,
OS,NPY,MEC,SC,NO,2,PO,AN,,,,,,,,
OS,NPY,MEC,SC,PH,0,PO,AN,,,,,,,,
OS,NPY,MEC,ST,NO,1,PO,AN,,,,,,,,
OS,NPY,MEC,ST,PH,0,PO,AN,,,,,,,,
OS,NPY,MEC,BC,NO,4,PO,AN,,,,,,,,
OS,NPY,MEC,BC,PH,0,PO,AN,,,,,,,,
HS,NRA,ARC,OP,NO,15,CG,,,,,,,,,
HS,NRA,ARC,OP,PH,0,CG,,,,,,,,,
HS,NRA,ARC,SC,NO,5,CG,,,,,,,,,
HS,NRA,ARC,SC,PH,0,CG,,,,,,,,,
HS,NRA,ARC,ST,NO,2,CG,,,,,,,,,
HS,NRA,ARC,ST,PH,0,CG,,,,,,,,,
HS,NRA,ARC,BC,NO,9,CG,,,,,,,,,
HS,NRA,ARC,BC,PH,0,CG,,,,,,,,,
OS,NRA,ARC,OP,NO,15,CG,,,,,,,,,
OS,NRA,ARC,OP,PH,0,CG,,,,,,,,,
OS,NRA,ARC,SC,NO,5,CG,,,,,,,,,
OS,NRA,ARC,SC,PH,0,CG,,,,,,,,,
OS,NRA,ARC,ST,NO,2,CG,,,,,,,,,
OS,NRA,ARC,ST,PH,0,CG,,,,,,,,,
OS,NRA,ARC,BC,NO,8,CG,,,,,,,,,
OS,NRA,ARC,BC,PH,1,CG,,,,,,,,,
HS,NRA,BMD,OP,NO,14,CG,,,,,,,,,
HS,NRA,BMD,OP,PH,1,CG,,,,,,,,,
HS,NRA,BMD,SC,NO,4,CG,,,,,,,,,
